,cat_id,area_m2,N,K,source,divide_id
444,87438,3652650.09,10.0,0.1805,calibrated,cat-87438
445,87439,9639000.567,9.7662,0.2032,regionalized,cat-87439
446,87440,5494500.392,10.0,0.1552,regionalized,cat-87440
447,87441,12059550.553,8.5102,0.2982,regionalized,cat-87441
448,87445,3565800.166,10.0,0.1409,regionalized,cat-87445
449,87446,5399549.833,10.0,0.1861,regionalized,cat-87446
450,87447,7186499.721,10.0,0.2093,calibrated,cat-87447
451,87448,11965949.253,10.0,0.1903,calibrated,cat-87448
452,87457,7115399.766,9.2338,0.2383,regionalized,cat-87457
453,87458,9247049.537,9.6816,0.2084,regionalized,cat-87458
454,87459,5197950.072,10.0,0.1571,regionalized,cat-87459
455,87460,3068999.869,10.0,0.1268,regionalized,cat-87460
456,87461,4371299.892,10.0,0.1861,regionalized,cat-87461
457,87462,7961849.793,9.7394,0.2045,regionalized,cat-87462
458,87464,6664050.275,10.0,0.1612,regionalized,cat-87464
459,87465,6093449.861,10.0,0.2063,calibrated,cat-87465
460,87467,3880799.793,10.0,0.1976,calibrated,cat-87467
461,87468,7352550.45,9.5838,0.2143,regionalized,cat-87468
462,87469,3629250.504,10.0,0.1791,regionalized,cat-87469
463,87475,13432499.838,8.6429,0.2866,regionalized,cat-87475
464,87476,4293900.063,10.0,0.1831,calibrated,cat-87476
465,87478,7494299.586,9.9069,0.1943,regionalized,cat-87478
466,87480,9860400.419,10.0,0.2355,calibrated,cat-87480
467,87481,3377250.076,10.0,0.182,regionalized,cat-87481
468,87482,4825799.672,9.9661,0.1901,regionalized,cat-87482
469,87483,4014900.054,10.0,0.1654,regionalized,cat-87483
470,87484,9386549.487,9.0121,0.2555,regionalized,cat-87484
471,87485,3928499.946,10.0,0.1903,calibrated,cat-87485
472,87486,8197199.986,10.0,0.1403,regionalized,cat-87486
473,87487,4115699.806,10.0,0.1884,calibrated,cat-87487
474,87488,7332299.411,8.8055,0.2715,regionalized,cat-87488
475,87491,4616549.915,9.0424,0.2516,regionalized,cat-87491
476,87492,4146299.843,10.0,0.1903,calibrated,cat-87492
477,87493,8618850.221,10.0,0.1563,regionalized,cat-87493
478,87494,8446949.595,9.2616,0.2366,regionalized,cat-87494
479,87497,3361950.058,10.0,0.1709,regionalized,cat-87497
480,87498,7038450.306,10.0,0.1965,calibrated,cat-87498
481,87499,6975000.495,8.9116,0.2627,regionalized,cat-87499
482,87514,7333650.22,10.0,0.1989,calibrated,cat-87514
483,87515,3502800.266,10.0,0.1293,regionalized,cat-87515
484,87516,3884850.131,9.901,0.1935,regionalized,cat-87516
485,87517,1228950.234,10.0,0.1558,regionalized,cat-87517
486,87519,3039749.969,10.0,0.1805,calibrated,cat-87519
487,87520,3351150.032,10.0,0.1285,regionalized,cat-87520
488,87521,3404250.266,10.0,0.1198,regionalized,cat-87521
489,87522,5508900.32,10.0,0.1337,regionalized,cat-87522
490,87524,3635999.869,10.0,0.1819,calibrated,cat-87524
491,87525,10402199.343,10.0,0.1877,calibrated,cat-87525
492,87527,8654849.973,10.0,0.1708,regionalized,cat-87527
493,87528,16796249.307,8.0482,0.344,regionalized,cat-87528
494,87530,3163049.663,10.0,0.1795,regionalized,cat-87530
495,87531,3014999.343,10.0,0.1836,calibrated,cat-87531
496,87532,8709300.085,10.0,0.1857,calibrated,cat-87532
497,87535,3523049.874,9.5771,0.2135,regionalized,cat-87535
498,87536,8817300.247,5.3939,0.5429,calibrated,cat-87536
499,87538,5447699.613,10.0,0.1438,regionalized,cat-87538
500,87539,4069800.023,8.4831,0.2981,regionalized,cat-87539
501,87540,4351050.095,10.0,0.1412,regionalized,cat-87540
502,87543,8630099.725,10.0,0.1903,calibrated,cat-87543
503,87544,3434400.405,9.6971,0.2058,regionalized,cat-87544
504,87546,4170599.6,10.0,0.1834,calibrated,cat-87546
505,87547,5328449.676,10.0,0.1434,regionalized,cat-87547
506,87548,4369500.144,10.0,0.1348,regionalized,cat-87548
507,87549,4293900.185,10.0,0.1822,calibrated,cat-87549
508,87552,13711950.094,10.0,0.1849,regionalized,cat-87552
509,87554,3994649.879,10.0,0.1659,regionalized,cat-87554
510,87555,6504300.189,10.0,0.1864,calibrated,cat-87555
511,87556,4077450.315,9.7441,0.2031,regionalized,cat-87556
512,87559,5608350.059,10.0,0.1835,calibrated,cat-87559
513,87563,8824049.572,10.0,0.1832,regionalized,cat-87563
514,87564,18869400.774,10.0,0.1957,calibrated,cat-87564
515,87565,3912299.865,10.0,0.1673,regionalized,cat-87565
516,87566,3597749.96,10.0,0.1863,regionalized,cat-87566
517,87567,3471299.937,10.0,0.1892,calibrated,cat-87567
518,87568,6538950.428,10.0,0.185,calibrated,cat-87568
519,87571,8368649.825,8.6773,0.2826,regionalized,cat-87571
520,87572,4206149.699,9.8429,0.1971,regionalized,cat-87572
521,87573,4690799.928,9.5868,0.2133,regionalized,cat-87573
522,87574,3242699.514,8.269,0.3175,regionalized,cat-87574
523,87575,5630850.013,10.0,0.1843,calibrated,cat-87575
524,87583,10010699.978,10.0,0.1903,calibrated,cat-87583
525,87585,4470299.856,9.1644,0.2425,regionalized,cat-87585
526,87586,6483599.982,10.0,0.1797,regionalized,cat-87586
527,87587,6436350.117,10.0,0.1379,regionalized,cat-87587
528,87588,10906649.663,8.2424,0.3232,regionalized,cat-87588
529,87589,17684099.735,9.3908,0.2289,regionalized,cat-87589
530,87590,4988250.122,9.5388,0.2165,regionalized,cat-87590
531,87591,6895350.522,10.0,0.1527,regionalized,cat-87591
532,87599,6290550.238,10.0,0.1942,calibrated,cat-87599
533,87600,9389250.121,9.9503,0.1921,regionalized,cat-87600
534,87602,5167799.487,10.0,0.1903,calibrated,cat-87602
535,87604,4749750.234,10.0,0.1949,calibrated,cat-87604
536,87606,6261750.234,10.0,0.1974,calibrated,cat-87606
537,87607,10731149.892,7.9732,0.2796,calibrated,cat-87607
538,87609,3250799.919,9.9707,0.1892,regionalized,cat-87609
539,87610,7392149.55,10.0,0.196,calibrated,cat-87610
540,87611,4308300.045,10.0,0.141,regionalized,cat-87611
541,87612,8146349.869,10.0,0.1787,regionalized,cat-87612
542,87614,3753000.257,10.0,0.1831,calibrated,cat-87614
543,87617,5926500.203,10.0,0.1374,regionalized,cat-87617
544,87618,3174299.775,10.0,0.1819,calibrated,cat-87618
545,87619,17341200.261,9.7927,0.2025,regionalized,cat-87619
546,87621,5362200.392,10.0,0.1843,calibrated,cat-87621
547,87622,10231200.535,9.3048,0.2338,regionalized,cat-87622
548,87624,12253500.211,9.7861,0.2023,regionalized,cat-87624
549,87625,6121800.117,9.652,0.2095,regionalized,cat-87625
550,87626,4017599.96,10.0,0.1809,calibrated,cat-87626
551,87627,3719699.708,10.0,0.1397,regionalized,cat-87627
552,87628,4012650.234,10.0,0.1078,regionalized,cat-87628
553,87629,5830199.901,10.0,0.1612,regionalized,cat-87629
554,87630,3149550.203,10.0,0.1268,regionalized,cat-87630
555,87632,3274650.252,10.0,0.1894,calibrated,cat-87632
556,87633,5579999.964,9.7818,0.2013,regionalized,cat-87633
557,87634,3219300.049,9.8509,0.1963,regionalized,cat-87634
558,87635,5556599.987,9.6587,0.209,regionalized,cat-87635
559,87636,7398899.887,10.0,0.1851,regionalized,cat-87636
560,87637,16588348.578,10.0,0.2001,calibrated,cat-87637
561,87639,97199.865,10.0,0.1673,regionalized,cat-87639
562,87642,4891949.645,10.0,0.184,calibrated,cat-87642
563,87643,8621100.121,10.0,0.1588,regionalized,cat-87643
564,87645,6403049.5,10.0,0.1197,regionalized,cat-87645
565,87646,4436999.766,10.0,0.1,regionalized,cat-87646
566,87647,10463850.877,9.9368,0.1931,regionalized,cat-87647
567,87648,8084250.342,10.0,0.1958,calibrated,cat-87648
568,87655,5237549.847,10.0,0.1252,regionalized,cat-87655
569,87656,10894949.748,9.8316,0.1994,regionalized,cat-87656
570,87660,4584600.324,10.0,0.1182,regionalized,cat-87660
571,87661,6916949.874,10.0,0.1903,calibrated,cat-87661
572,87662,13432049.361,9.0263,0.2551,regionalized,cat-87662
573,87697,3892049.676,9.992,0.1883,regionalized,cat-87697
574,87698,6099750.194,9.8544,0.1971,regionalized,cat-87698
575,87702,3415049.887,10.0,0.1247,regionalized,cat-87702
576,87703,5251949.735,10.0,0.1774,regionalized,cat-87703
577,87704,7056000.306,10.0,0.1868,calibrated,cat-87704
578,87705,6767550.054,10.0,0.1659,regionalized,cat-87705
579,87706,3902850.162,10.0,0.1809,calibrated,cat-87706
580,87708,3144150.351,10.0,0.1804,calibrated,cat-87708
581,87709,8103149.681,10.0,0.1434,regionalized,cat-87709
582,87711,5308198.988,10.0,0.1433,regionalized,cat-87711
583,87712,3277350.562,10.0,0.1173,regionalized,cat-87712
584,87713,5787000.131,10.0,0.135,regionalized,cat-87713
585,87716,3561750.639,10.0,0.1348,regionalized,cat-87716
586,87717,4092750.306,10.0,0.1806,calibrated,cat-87717
587,87718,3033000.198,10.0,0.1279,regionalized,cat-87718
588,87720,8763300.639,10.0,0.1839,calibrated,cat-87720
589,87722,11952450.009,10.0,0.2081,calibrated,cat-87722
590,87723,5694299.689,10.0,0.1553,regionalized,cat-87723
591,87724,21253500.342,8.6791,0.2845,regionalized,cat-87724
592,87725,6585749.654,10.0,0.1903,calibrated,cat-87725
593,87727,3342599.878,10.0,0.1276,regionalized,cat-87727
594,87728,14545799.455,10.0,0.1874,regionalized,cat-87728
595,87729,12417300.634,6.8874,0.3938,calibrated,cat-87729
596,87734,3040199.906,10.0,0.1527,regionalized,cat-87734
597,87735,4307400.144,10.0,0.1833,regionalized,cat-87735
598,87736,3411900.302,10.0,0.1741,regionalized,cat-87736
599,87737,6800399.545,10.0,0.1903,calibrated,cat-87737
600,87740,5852250.23,10.0,0.1536,regionalized,cat-87740
601,87741,4389750.401,10.0,0.1558,regionalized,cat-87741
602,87743,3072599.878,10.0,0.1446,regionalized,cat-87743
603,87744,8315549.725,10.0,0.1903,calibrated,cat-87744
604,87749,6796799.847,9.7251,0.2051,regionalized,cat-87749
605,87750,13269599.573,8.9779,0.2589,regionalized,cat-87750
606,87751,4798800.495,10.0,0.1798,regionalized,cat-87751
607,87752,13129651.71,9.1515,0.2455,regionalized,cat-87752
608,87753,4789799.892,10.0,0.1903,calibrated,cat-87753
609,87754,13960799.775,8.2502,0.3231,regionalized,cat-87754
610,87755,8947351.076,8.0063,0.3468,regionalized,cat-87755
611,87756,12927599.379,8.418,0.3069,regionalized,cat-87756
612,87757,4814549.586,10.0,0.1985,calibrated,cat-87757
613,87760,12867750.508,8.3644,0.3119,regionalized,cat-87760
614,87761,4588650.149,10.0,0.1295,regionalized,cat-87761
615,87762,3767850.257,10.0,0.1437,regionalized,cat-87762
616,87769,3770999.91,10.0,0.1868,calibrated,cat-87769
617,87770,4958099.793,10.0,0.1692,regionalized,cat-87770
618,87771,8161650.022,10.0,0.1742,regionalized,cat-87771
619,87773,3409200.112,10.0,0.1877,calibrated,cat-87773
620,87774,3426750.221,10.0,0.1412,regionalized,cat-87774
621,87775,3878999.505,10.0,0.1375,regionalized,cat-87775
622,87776,4190850.464,10.0,0.1851,calibrated,cat-87776
623,87777,4304699.928,10.0,0.1417,regionalized,cat-87777
624,87778,9543149.878,9.6689,0.2093,regionalized,cat-87778
625,87779,10377000.117,9.1524,0.245,regionalized,cat-87779
626,87783,6774749.951,10.0,0.1227,regionalized,cat-87783
627,87784,4219199.95,10.0,0.1268,regionalized,cat-87784
628,87785,12491550.081,9.501,0.2207,regionalized,cat-87785
629,87786,3281399.874,10.0,0.1207,regionalized,cat-87786
630,87787,5741550.175,10.0,0.1685,regionalized,cat-87787
631,87788,5606549.433,10.0,0.1634,regionalized,cat-87788
632,87789,3263399.586,10.0,0.1615,regionalized,cat-87789
633,87790,11843550.486,9.9084,0.1949,regionalized,cat-87790
634,87791,17972100.333,10.0,0.2304,calibrated,cat-87791
635,87795,4515750.689,10.0,0.1509,regionalized,cat-87795
636,87796,13949.991,10.0,0.1,regionalized,cat-87796
637,87797,1253249.762,10.0,0.1057,regionalized,cat-87797
638,87798,3883050.356,10.0,0.1791,regionalized,cat-87798
639,87799,4032000.333,10.0,0.1534,regionalized,cat-87799
640,87800,6507900.144,9.8705,0.1962,regionalized,cat-87800
641,87801,5336999.761,10.0,0.1597,regionalized,cat-87801
642,87802,9056700.832,8.9424,0.2609,regionalized,cat-87802
643,87803,4762800.391,9.8454,0.1972,regionalized,cat-87803
644,87804,6474599.244,9.6656,0.2088,regionalized,cat-87804
645,87809,7278749.766,10.0,0.1875,calibrated,cat-87809
646,87815,5924700.266,9.2626,0.2358,regionalized,cat-87815
647,87816,8457299.901,8.8523,0.2679,regionalized,cat-87816
648,87817,10692449.573,9.6347,0.2117,regionalized,cat-87817
649,87819,3118949.829,10.0,0.1845,calibrated,cat-87819
650,87820,9639899.901,10.0,0.1949,calibrated,cat-87820
651,87821,10817999.451,10.0,0.1903,calibrated,cat-87821
652,87823,4223700.036,9.9018,0.1937,regionalized,cat-87823
653,87832,3346200.171,9.3469,0.2288,regionalized,cat-87832
654,87833,3194550.005,10.0,0.163,regionalized,cat-87833
655,87834,17041500.031,9.6243,0.2131,regionalized,cat-87834
656,87835,4750199.428,10.0,0.1894,calibrated,cat-87835
657,87838,3354750.203,10.0,0.1313,regionalized,cat-87838
658,87839,5567399.932,10.0,0.1873,calibrated,cat-87839
659,87840,2175300.301,9.9592,0.1893,regionalized,cat-87840
660,87841,4500449.82,9.6969,0.2062,regionalized,cat-87841
661,87842,7450650.378,9.3923,0.2272,regionalized,cat-87842
662,87844,3045149.591,10.0,0.181,regionalized,cat-87844
663,87846,4840649.725,9.9425,0.1915,regionalized,cat-87846
664,87847,5515649.766,10.0,0.1857,regionalized,cat-87847
665,87849,6576299.222,10.0,0.187,regionalized,cat-87849
666,87850,3567150.072,10.0,0.1378,regionalized,cat-87850
667,87851,3530250.27,10.0,0.1528,regionalized,cat-87851
668,87852,5683500.216,10.0,0.1758,regionalized,cat-87852
669,87853,3671550.077,9.8043,0.1992,regionalized,cat-87853
670,87854,4545450.567,9.434,0.2234,regionalized,cat-87854
671,87855,3648149.222,10.0,0.1697,regionalized,cat-87855
672,87856,3901950.382,9.3982,0.2256,regionalized,cat-87856
673,87859,3345299.73,10.0,0.1563,regionalized,cat-87859
674,87862,4477950.297,10.0,0.171,regionalized,cat-87862
675,87863,7793999.735,10.0,0.1586,regionalized,cat-87863
676,87865,3348900.049,10.0,0.1222,regionalized,cat-87865
677,87868,4440150.175,10.0,0.1346,regionalized,cat-87868
678,87869,3478049.816,10.0,0.1129,regionalized,cat-87869
679,87870,4561200.104,10.0,0.1472,regionalized,cat-87870
680,87871,3804750.167,10.0,0.1712,regionalized,cat-87871
681,87874,7891200.072,10.0,0.1873,regionalized,cat-87874
682,87875,4252050.36,10.0,0.1456,regionalized,cat-87875
683,87885,6159149.856,10.0,0.1156,regionalized,cat-87885
684,87886,7943399.69,9.9514,0.1918,regionalized,cat-87886
685,87887,3981599.681,9.7863,0.2005,regionalized,cat-87887
686,87889,3943349.933,10.0,0.1077,regionalized,cat-87889
687,87894,11790450.103,10.0,0.1756,regionalized,cat-87894
688,87897,8596349.766,8.4563,0.3022,regionalized,cat-87897
689,87898,6503849.793,10.0,0.1738,regionalized,cat-87898
690,87900,12789899.082,10.0,0.1903,calibrated,cat-87900
691,87903,7458749.743,10.0,0.1488,regionalized,cat-87903
692,87904,4621499.964,10.0,0.1225,regionalized,cat-87904
693,87905,5905349.343,10.0,0.1758,regionalized,cat-87905
694,87906,14211449.784,8.8102,0.2725,regionalized,cat-87906
695,87908,4229550.405,9.9934,0.1884,regionalized,cat-87908
696,87909,5069249.986,10.0,0.1672,regionalized,cat-87909
697,87910,4040549.676,10.0,0.1371,regionalized,cat-87910
698,87911,3895649.793,9.8355,0.1975,regionalized,cat-87911
699,87914,4419000.329,10.0,0.1596,regionalized,cat-87914
700,87915,3163049.865,10.0,0.1829,calibrated,cat-87915
701,87921,7543349.131,10.0,0.1473,regionalized,cat-87921
702,87923,3579299.64,10.0,0.184,calibrated,cat-87923
703,87924,19787851.048,9.2593,0.2384,regionalized,cat-87924
704,87925,5676299.928,10.0,0.1481,regionalized,cat-87925
705,87928,3114900.194,10.0,0.1579,regionalized,cat-87928
706,87929,7633350.625,10.0,0.1577,regionalized,cat-87929
707,87930,4048649.744,10.0,0.1244,regionalized,cat-87930
708,87931,3527550.364,10.0,0.125,regionalized,cat-87931
709,87932,3979350.32,10.0,0.1261,regionalized,cat-87932
710,87934,7325099.905,10.0,0.2102,calibrated,cat-87934
711,87935,9257399.991,8.814,0.2713,regionalized,cat-87935
712,87939,3339450.347,10.0,0.1899,calibrated,cat-87939
713,87941,3058200.68,10.0,0.1833,calibrated,cat-87941
714,87944,3378149.519,10.0,0.1862,calibrated,cat-87944
715,87945,4803749.843,10.0,0.1903,calibrated,cat-87945
716,87947,4204349.91,10.0,0.1968,calibrated,cat-87947
717,87948,11106000.184,9.8737,0.1969,regionalized,cat-87948
718,87951,7482599.604,10.0,0.1745,regionalized,cat-87951
719,87952,4647599.887,10.0,0.1227,regionalized,cat-87952
720,87953,4191299.955,10.0,0.1892,calibrated,cat-87953
721,87954,4684950.031,10.0,0.1844,regionalized,cat-87954
722,87956,4788900.153,10.0,0.1903,calibrated,cat-87956
723,87957,2748149.887,10.0,0.1343,regionalized,cat-87957
724,87958,3218400.257,10.0,0.1,regionalized,cat-87958
725,87959,3232800.468,10.0,0.1857,calibrated,cat-87959
726,87960,9497249.554,8.7036,0.2806,regionalized,cat-87960
727,87962,4391099.942,10.0,0.1279,regionalized,cat-87962
728,87963,5192999.685,10.0,0.1893,calibrated,cat-87963
729,87965,3327750.094,10.0,0.1808,calibrated,cat-87965
730,87967,11947949.937,10.0,0.1852,calibrated,cat-87967
731,87968,13926600.135,9.7507,0.2046,regionalized,cat-87968
732,87977,3062250.045,10.0,0.129,regionalized,cat-87977
733,87978,6904349.573,10.0,0.1596,regionalized,cat-87978
734,87979,3260700.207,10.0,0.1852,regionalized,cat-87979
735,87980,3898799.298,10.0,0.1446,regionalized,cat-87980
736,87981,7279649.721,10.0,0.1831,calibrated,cat-87981
737,87983,5482349.798,10.0,0.1477,regionalized,cat-87983
738,87984,5539500.328,9.9375,0.192,regionalized,cat-87984
739,87985,10172249.338,10.0,0.2051,calibrated,cat-87985
740,87988,3516750.108,10.0,0.1587,regionalized,cat-87988
741,87989,7100099.91,9.2978,0.2337,regionalized,cat-87989
742,87990,3019500.293,10.0,0.1539,regionalized,cat-87990
743,87991,4319099.654,10.0,0.1825,regionalized,cat-87991
744,87992,6212250.063,10.0,0.1785,regionalized,cat-87992
745,87993,3799350.315,10.0,0.1787,regionalized,cat-87993
746,87994,3312899.163,10.0,0.1662,regionalized,cat-87994
747,87995,5660550.337,9.6633,0.2087,regionalized,cat-87995
748,87996,3932999.869,10.0,0.1392,regionalized,cat-87996
749,87997,5347800.167,10.0,0.1668,regionalized,cat-87997
750,87998,6391349.748,8.8512,0.2674,regionalized,cat-87998
751,88000,5948100.121,9.2019,0.2403,regionalized,cat-88000
752,88001,4144050.185,9.8468,0.1969,regionalized,cat-88001
753,88005,6995700.81,10.0,0.2,calibrated,cat-88005
754,88007,3554100.198,10.0,0.1724,regionalized,cat-88007
755,88008,3352499.519,10.0,0.1974,calibrated,cat-88008
756,88009,3392550.527,10.0,0.1631,regionalized,cat-88009
757,88010,3194999.753,10.0,0.1506,regionalized,cat-88010
758,88011,3233250.243,10.0,0.1347,regionalized,cat-88011
759,88012,4233149.969,10.0,0.1616,regionalized,cat-88012
760,88013,5605650.004,9.9103,0.1936,regionalized,cat-88013
761,88014,4437449.312,10.0,0.1956,calibrated,cat-88014
762,88015,8068950.338,10.0,0.1264,regionalized,cat-88015
763,88017,6839100.837,9.4436,0.2235,regionalized,cat-88017
764,88018,5071949.676,10.0,0.1903,calibrated,cat-88018
765,88019,6671699.231,9.2158,0.2394,regionalized,cat-88019
766,88020,3253500.31,9.8884,0.194,regionalized,cat-88020
767,88021,7213498.871,10.0,0.1521,regionalized,cat-88021
768,88022,6406650.157,10.0,0.1466,regionalized,cat-88022
769,88023,6588450.329,10.0,0.2051,calibrated,cat-88023
770,88024,6553350.045,10.0,0.1446,regionalized,cat-88024
771,88025,6953850.445,10.0,0.1847,regionalized,cat-88025
772,88026,8918999.915,9.5493,0.2169,regionalized,cat-88026
773,88027,7053749.325,10.0,0.1542,regionalized,cat-88027
774,88028,3332700.117,10.0,0.1877,calibrated,cat-88028
775,88038,4118849.609,10.0,0.1349,regionalized,cat-88038
776,88039,10370699.919,9.0681,0.2513,regionalized,cat-88039
777,88040,14482798.879,8.1156,0.3367,regionalized,cat-88040
778,88041,6901200.0,9.2487,0.2371,regionalized,cat-88041
779,88042,7480349.797,9.7148,0.2059,regionalized,cat-88042
780,88043,3037499.608,10.0,0.2033,calibrated,cat-88043
781,88046,5483700.756,10.0,0.2096,calibrated,cat-88046
782,88048,15563250.545,10.0,0.2135,calibrated,cat-88048
783,88052,5580900.27,10.0,0.1513,regionalized,cat-88052
784,88053,3143699.698,10.0,0.186,calibrated,cat-88053
785,88055,4047299.73,10.0,0.1982,calibrated,cat-88055
786,88056,3250800.189,10.0,0.187,regionalized,cat-88056
787,88057,12934800.261,8.5185,0.2976,regionalized,cat-88057
